CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
120	1965	10191	16.16	12156
121	2001	9812	16.94	11813
122	1802	9855	15.46	11657
123	1855	9448	16.41	11303
124	1901	9364	16.88	11265
125	1913	9238	17.16	11151
126	1784	9208	16.23	10992
127	1669	8510	16.40	10179
128	1634	8487	16.14	10121
129	1676	8278	16.84	9954
130	1671	8098	17.11	9769
131	1517	7857	16.18	9374
132	1510	7774	16.26	9284
133	1381	7434	15.67	8815
134	1390	7368	15.87	8758
135	1415	7267	16.30	8682
136	1415	7122	16.57	8537
137	1359	7088	16.09	8447
138	1316	6902	16.01	8218
139	1418	6781	17.29	8199
140	1264	6582	16.11	7846
141	1262	6427	16.41	7689
142	1182	6152	16.12	7334
143	1114	6092	15.46	7206
144	1168	6023	16.24	7191
145	1067	5924	15.26	6991
146	1180	6065	16.29	7245
147	1115	6032	15.60	7147
148	1033	5602	15.57	6635
149	951	5437	14.89	6388
150	1000	5319	15.83	6319

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	68577	314120	17.92	382697
2	32785	109087	23.11	141872
3	36466	148505	19.71	184971
4	21946	157836	12.21	179782
5	13645	237333	5.44	250978
6	6580	282078	2.28	288658
7	5391	166262	3.14	171653
8	6347	161972	3.77	168319
9	5220	165764	3.05	170984
10	8457	155477	5.16	163934
11	18591	152097	10.89	170688
12	4981	159010	3.04	163991
13	5346	161197	3.21	166543
14	3191	161801	1.93	164992
15	4093	147983	2.69	152076
16	6322	145376	4.17	151698
17	3058	149618	2.00	152676
18	3818	159341	2.34	163159
19	2927	137563	2.08	140490
20	2964	141749	2.05	144713
21	2556	136358	1.84	138914
22	2120	138363	1.51	140483
23	1955	135723	1.42	137678
24	1863	130422	1.41	132285
25	1800	129745	1.37	131545
26	1700	125680	1.33	127380
27	1721	123911	1.37	125632
28	1685	122625	1.36	124310
29	1398	120299	1.15	121697
30	1286	120988	1.05	122274
31	1305	115130	1.12	116435
32	1239	110971	1.10	112210
33	1233	112231	1.09	113464
34	1137	110127	1.02	111264
35	1074	107719	0.99	108793
36	1004	103876	0.96	104880
37	1058	104771	1.00	105829
38	997	100041	0.99	101038
39	978	101809	0.95	102787
40	932	95613	0.97	96545
41	933	96463	0.96	97396
42	882	93440	0.94	94322
43	873	92110	0.94	92983
44	833	87280	0.95	88113
45	794	87720	0.90	88514
46	805	84562	0.94	85367
47	778	81868	0.94	82646
48	778	80867	0.95	81645
49	848	80291	1.05	81139
50	742	78781	0.93	79523
51	762	77673	0.97	78435
52	736	74663	0.98	75399
53	701	72873	0.95	73574
54	666	70193	0.94	70859
55	706	70192	1.00	70898
56	693	69060	0.99	69753
57	673	67780	0.98	68453
58	652	65193	0.99	65845
59	646	63706	1.00	64352
60	669	64167	1.03	64836
61	614	62349	0.98	62963
62	611	61150	0.99	61761
63	586	58925	0.98	59511
64	563	57399	0.97	57962
65	558	56597	0.98	57155
66	537	55381	0.96	55918
67	570	54929	1.03	55499
68	543	53201	1.01	53744
69	535	52744	1.00	53279
70	517	51753	0.99	52270
71	541	50170	1.07	50711
72	471	50102	0.93	50573
73	490	48122	1.01	48612
74	458	47497	0.96	47955
75	478	46149	1.03	46627
76	528	45543	1.15	46071
77	456	44298	1.02	44754
78	416	42618	0.97	43034
79	425	42648	0.99	43073
80	462	41410	1.10	41872
81	449	41315	1.08	41764
82	409	38930	1.04	39339
83	414	39131	1.05	39545
84	424	37329	1.12	37753
85	390	36983	1.04	37373
86	365	35774	1.01	36139
87	396	35479	1.10	35875
88	387	34836	1.10	35223
89	349	33833	1.02	34182
90	321	33944	0.94	34265
91	359	33113	1.07	33472
92	352	31728	1.10	32080
93	367	31934	1.14	32301
94	346	32251	1.06	32597
95	336	29405	1.13	29741
96	325	29038	1.11	29363
97	313	28862	1.07	29175
98	304	27320	1.10	27624
99	304	27183	1.11	27487
100	310	26583	1.15	26893
101	278	26307	1.05	26585
102	329	27654	1.18	27983
103	278	24935	1.10	25213
104	265	24574	1.07	24839
105	261	23648	1.09	23909
106	260	23049	1.12	23309
107	243	22282	1.08	22525
108	240	22111	1.07	22351
109	277	21336	1.28	21613
110	242	20996	1.14	21238
111	222	20916	1.05	21138
112	203	20637	0.97	20840
113	215	19538	1.09	19753
114	223	19687	1.12	19910
115	197	18882	1.03	19079
116	212	18280	1.15	18492
117	209	18179	1.14	18388
118	207	17863	1.15	18070
119	220	17602	1.23	17822
120	189	17055	1.10	17244
121	185	16937	1.08	17122
122	203	16135	1.24	16338
123	166	16354	1.00	16520
124	162	15510	1.03	15672
125	172	15556	1.09	15728
126	176	14766	1.18	14942
127	161	14996	1.06	15157
128	156	14634	1.05	14790
129	144	14193	1.00	14337
130	143	13593	1.04	13736
131	147	13288	1.09	13435
132	128	13288	0.95	13416
133	161	13292	1.20	13453
134	134	12416	1.07	12550
135	148	12769	1.15	12917
136	115	12220	0.93	12335
137	119	12053	0.98	12172
138	130	11562	1.11	11692
139	135	11495	1.16	11630
140	130	11067	1.16	11197
141	111	10852	1.01	10963
142	135	10686	1.25	10821
143	117	10163	1.14	10280
144	100	10325	0.96	10425
145	107	10153	1.04	10260
146	101	10360	0.97	10461
147	100	9738	1.02	9838
148	131	9222	1.40	9353
149	120	9249	1.28	9369
150	129	9218	1.38	9347

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	123821	280299	30.64	404120
2	126908	351489	26.53	478397
3	103785	317014	24.66	420799
4	84088	356371	19.09	440459
5	51522	434807	10.59	486329
6	44632	499137	8.21	543769
7	30287	609816	4.73	640103
8	42093	580096	6.77	622189
9	20559	546010	3.63	566569
10	19589	518643	3.64	538232
11	23607	486075	4.63	509682
12	21960	480142	4.37	502102
13	16739	494385	3.27	511124
14	15818	486372	3.15	502190
15	18577	479746	3.73	498323
16	25315	446155	5.37	471470
17	15039	445557	3.27	460596
18	15808	438450	3.48	454258
19	16965	439690	3.72	456655
20	15654	432473	3.49	448127
21	14629	412137	3.43	426766
22	11867	410201	2.81	422068
23	12342	408214	2.93	420556
24	10472	402968	2.53	413440
25	10845	400291	2.64	411136
26	9407	393406	2.34	402813
27	9446	388887	2.37	398333
28	8665	387053	2.19	395718
29	8859	380818	2.27	389677
30	7769	374113	2.03	381882
31	7938	368959	2.11	376897
32	7779	356238	2.14	364017
33	7368	352014	2.05	359382
34	6932	346814	1.96	353746
35	6996	336668	2.04	343664
36	6303	332227	1.86	338530
37	6766	326292	2.03	333058
38	6246	317217	1.93	323463
39	6363	311328	2.00	317691
40	5708	301957	1.86	307665
41	6062	304290	1.95	310352
42	5110	292488	1.72	297598
43	5992	288183	2.04	294175
44	5267	282306	1.83	287573
45	5651	279075	1.98	284726
46	4931	273190	1.77	278121
47	5530	267667	2.02	273197
48	4782	260018	1.81	264800
49	5080	256719	1.94	261799
50	4813	252590	1.87	257403
51	5026	248133	1.99	253159
52	4770	241522	1.94	246292
53	4708	236763	1.95	241471
54	4557	231523	1.93	236080
55	4578	224463	2.00	229041
56	4602	221361	2.04	225963
57	4531	215915	2.06	220446
58	4384	217282	1.98	221666
59	4501	214174	2.06	218675
60	3857	205479	1.84	209336
61	4179	199924	2.05	204103
62	4090	199272	2.01	203362
63	4156	190128	2.14	194284
64	3838	186895	2.01	190733
65	4073	182683	2.18	186756
66	3367	181002	1.83	184369
67	3981	179429	2.17	183410
68	3610	173715	2.04	177325
69	3728	172228	2.12	175956
70	3533	167405	2.07	170938
71	3768	162943	2.26	166711
72	3298	160662	2.01	163960
73	3432	159334	2.11	162766
74	3272	158448	2.02	161720
75	3282	151529	2.12	154811
76	3312	146721	2.21	150033
77	3045	144988	2.06	148033
78	3047	146468	2.04	149515
79	2996	142654	2.06	145650
80	2938	137488	2.09	140426
81	2992	135019	2.17	138011
82	2818	133705	2.06	136523
83	2942	128470	2.24	131412
84	2502	125295	1.96	127797
85	2673	122302	2.14	124975
86	2564	120753	2.08	123317
87	2629	116990	2.20	119619
88	2451	116567	2.06	119018
89	2611	114724	2.23	117335
90	2257	109989	2.01	112246
91	2506	108627	2.25	111133
92	2354	106500	2.16	108854
93	2276	104142	2.14	106418
94	2274	102812	2.16	105086
95	2289	101074	2.21	103363
96	1987	100686	1.94	102673
97	2130	98512	2.12	100642
98	2221	93486	2.32	95707
99	1942	91632	2.08	93574
100	2022	89723	2.20	91745
101	1976	87834	2.20	89810
102	1825	86874	2.06	88699
103	1886	85791	2.15	87677
104	1764	83279	2.07	85043
105	1817	82865	2.15	84682
106	1772	79181	2.19	80953
107	1732	77724	2.18	79456
108	1587	76484	2.03	78071
109	1777	73136	2.37	74913
110	1557	72442	2.10	73999
111	1662	72191	2.25	73853
112	1512	69429	2.13	70941
113	1511	68106	2.17	69617
114	1386	66880	2.03	68266
115	1484	65311	2.22	66795
116	1484	63796	2.27	65280
117	1352	62278	2.12	63630
118	1367	60509	2.21	61876
119	1384	59917	2.26	61301
120	1270	58077	2.14	59347
121	1293	56523	2.24	57816
122	1354	55612	2.38	56966
123	1155	54064	2.09	55219
124	1210	52999	2.23	54209
125	1245	51927	2.34	53172
126	1093	50520	2.12	51613
127	1149	49247	2.28	50396
128	1074	48270	2.18	49344
129	1096	47891	2.24	48987
130	1060	46505	2.23	47565
131	1123	45465	2.41	46588
132	909	44953	1.98	45862
133	1015	43393	2.29	44408
134	948	42607	2.18	43555
135	920	41600	2.16	42520
136	882	40841	2.11	41723
137	907	40101	2.21	41008
138	839	39638	2.07	40477
139	903	38771	2.28	39674
140	898	37304	2.35	38202
141	764	36375	2.06	37139
142	885	36098	2.39	36983
143	765	35118	2.13	35883
144	771	34403	2.19	35174
145	752	33778	2.18	34530
146	812	33142	2.39	33954
147	777	32835	2.31	33612
148	707	32554	2.13	33261
149	781	31464	2.42	32245
150	699	30755	2.22	31454

