CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
34	6540	202468	3.13	209008
35	7041	196969	3.45	204010
36	6163	193459	3.09	199622
37	6630	190987	3.35	197617
38	5929	186488	3.08	192417
39	6219	180655	3.33	186874
40	5658	176544	3.11	182202
41	5956	176757	3.26	182713
42	5325	169556	3.04	174881
43	5909	166209	3.43	172118
44	5351	163113	3.18	168464
45	5387	160520	3.25	165907
46	5090	155823	3.16	160913
47	5313	152731	3.36	158044
48	4788	148783	3.12	153571
49	4936	146764	3.25	151700
50	4711	143558	3.18	148269
51	4894	139663	3.39	144557
52	4473	135390	3.20	139863
53	4603	132439	3.36	137042
54	4301	130270	3.20	134571
55	4444	125648	3.42	130092
56	4239	125361	3.27	129600
57	4131	120868	3.30	124999
58	3987	119864	3.22	123851
59	4302	117322	3.54	121624
60	3696	111537	3.21	115233
61	3792	109777	3.34	113569
62	3623	109149	3.21	112772
63	3789	103467	3.53	107256
64	3414	101290	3.26	104704
65	3610	99627	3.50	103237
66	3246	97542	3.22	100788
67	3443	97429	3.41	100872
68	3176	93766	3.28	96942
69	3285	92453	3.43	95738
70	3076	89634	3.32	92710
71	3171	87043	3.51	90214
72	2858	85392	3.24	88250
73	2919	84198	3.35	87117
74	2790	83534	3.23	86324
75	2843	80269	3.42	83112
76	2638	77892	3.28	80530
77	2632	76809	3.31	79441
78	2384	77109	3.00	79493
79	2630	74575	3.41	77205
80	2372	71881	3.19	74253
81	2325	70315	3.20	72640
82	2287	69868	3.17	72155
83	2360	66273	3.44	68633
84	2098	64517	3.15	66615
85	2118	63092	3.25	65210
86	1952	61948	3.05	63900
87	2139	60407	3.42	62546
88	1861	59810	3.02	61671
89	2000	58541	3.30	60541
90	1827	56089	3.15	57916
91	1851	54340	3.29	56191
92	1739	54065	3.12	55804
93	1723	52382	3.18	54105
94	1670	51548	3.14	53218
95	1709	50320	3.28	52029
96	1628	50193	3.14	51821
97	1584	49235	3.12	50819
98	1489	46554	3.10	48043
99	1497	45593	3.18	47090
100	1328	44517	2.90	45845
101	1409	43552	3.13	44961
102	1305	42884	2.95	44189
103	1435	42534	3.26	43969
104	1277	40935	3.03	42212
105	1292	40589	3.08	41881
106	1203	38818	3.01	40021
107	1225	37619	3.15	38844
108	1149	37634	2.96	38783
109	1164	36208	3.11	37372
110	1100	35135	3.04	36235
111	1142	35209	3.14	36351
112	1053	33734	3.03	34787
113	1018	32791	3.01	33809
114	1041	32248	3.13	33289
115	1026	31278	3.18	32304
116	977	30545	3.10	31522
117	998	29886	3.23	30884
118	909	29005	3.04	29914
119	941	28430	3.20	29371
120	861	27299	3.06	28160
121	842	26934	3.03	27776
122	821	26156	3.04	26977
123	825	25569	3.13	26394
124	783	24664	3.08	25447
125	802	24141	3.22	24943
126	700	23637	2.88	24337
127	750	23053	3.15	23803
128	680	22365	2.95	23045
129	638	22194	2.79	22832
130	655	21691	2.93	22346
131	615	21153	2.83	21768
132	584	20310	2.80	20894
133	591	19933	2.88	20524
